Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.424603462219238,6.439313251466206,6.37567076711224,6.4071918013288425,493729600
2010-01-05,6.435712814331055,6.472037185269431,6.4017897068824965,6.442317391160505,601904800
2010-01-06,6.333343505859375,6.461229308639555,6.326738929835494,6.435712029359036,552160000
2010-01-07,6.321635723114014,6.364264863379803,6.275705096078485,6.356759662485861,477131200
2010-01-08,6.363664627075195,6.364265444013322,6.2760066783192086,6.313230874902059,447610800
2010-01-11,6.307526111602783,6.394283814812503,6.25769238747781,6.388279655083776,462229600
2010-01-12,6.23577880859375,6.297320660021102,6.196752962752996,6.2799081915167845,594459600
2010-01-13,6.3237385749816895,6.332144401838027,6.127107478718295,6.240283528305532,605892000
2010-01-14,6.287113189697266,6.318034217494398,6.2748050606744465,6.307527336740062,432894000
2010-01-15,6.182042121887207,6.352256457862323,6.18024087381016,6.332142521001956,594067600
2010-01-19,6.455525875091553,6.460028995749092,6.221369613076615,6.2540910874193125,730007600
2010-01-20,6.356161117553711,6.470837407246043,6.289215912529167,6.451624489324957,612152800
2010-01-21,6.246285915374756,6.403591739915323,6.2204688225918865,6.366667349187989,608154400
2010-01-22,5.936478137969971,6.229174164262463,5.918766665167428,6.207559986925345,881767600
2010-01-25,6.096184253692627,6.145116553483881,6.009726355450677,6.079373006834796,1065699600
2010-01-26,6.182342052459717,6.415598457416765,6.081474569542195,6.182642260459086,1867110000
2010-01-27,6.240581512451172,6.3216352714437996,5.989913031056739,6.209660487789186,1722568400
2010-01-28,5.982707977294922,6.169133131659286,5.964996507442676,6.152022077789267,1173502400
2010-01-29,5.765665054321289,6.070069261988136,5.711328589216638,6.036446755520669,1245952400
2010-02-01,5.845818996429443,5.883944627003341,5.742850013554315,5.7749714815773885,749876400
2010-02-02,5.879739761352539,5.893549330635148,5.805290174496533,5.881241202303739,698342400
2010-02-03,5.980906963348389,6.010026738813997,5.8365101204670395,5.859025319869741,615328000
2010-02-04,5.765364646911621,5.955091341649576,5.750954659229583,5.905858018692982,757652000
2010-02-05,5.867731094360352,5.883942326910442,5.729338408158305,5.782774632348042,850306800
2010-02-08,5.827505111694336,5.940380931985343,5.823902615146617,5.874636973236708,478270800
2010-02-09,5.889647483825684,5.928973538768982,5.846418323139816,5.896551868660504,632886800
2010-02-10,5.8575239181518555,5.901954299019707,5.831706833123664,5.8806391313211535,370361600
2010-02-11,5.964095115661621,5.996517175895119,5.8257024467678935,5.8503190997127295,550345600
2010-02-12,6.015431880950928,6.053257296478956,5.868933548000937,5.947285850898843,655468800
2010-02-16,6.10609245300293,6.114798085924142,6.049654540203527,6.06226287790162,543737600
2010-02-17,6.080576419830322,6.133411442489012,6.029841651448157,6.129808945268133,436396800
2010-02-18,6.091983318328857,6.120802894301225,6.03164269437247,6.052956667245405,422825200
2010-02-19,6.054156303405762,6.100087327665818,6.037345055528109,6.059860656451437,415469600
2010-02-22,6.016631603240967,6.079073672552898,5.97970721709501,6.074270744768748,390563600
2010-02-23,5.915765285491943,6.043951337237001,5.875238394829668,6.00402446195689,575094800
2010-02-24,6.023838043212891,6.047253472561512,5.939180564440741,5.950888679926919,460566400
2010-02-25,6.064062595367432,6.089879680365529,5.910659922863521,5.925369713266399,665126000
2010-02-26,6.142714023590088,6.159225059048908,6.064061549414467,6.075469050026048,507460800
2010-03-01,6.273905277252197,6.289215086984138,6.167633626019473,6.176639467181527,550093600
2010-03-02,6.269701957702637,6.329141547627947,6.236379265372259,6.3021232242704155,566546400
2010-03-03,6.284111022949219,6.300322258176908,6.242383705888224,6.272403710241767,372052800
2010-03-04,6.325538635253906,6.331843004211796,6.263096564201659,6.282610487978367,366041200
2010-03-05,6.572904109954834,6.595419310014387,6.443217054618399,6.4525235029785435,899620400
2010-03-08,6.576808452606201,6.607128266897949,6.551891582246093,6.604727003018539,429889600
2010-03-09,6.695086479187012,6.754526066805222,6.541083364705562,6.553691701350062,920259200
2010-03-10,6.749722480773926,6.768935794260127,6.700489968212656,6.719402672863855,596218000
2010-03-11,6.76953649520874,6.76953649520874,6.704093139701463,6.721805415914415,405700400
2010-03-12,6.802561283111572,6.83648360221988,6.7770439907265825,6.825676108630584,416323600
2010-03-15,6.719703674316406,6.769536207996319,6.611930985313382,6.765934512915946,493502800
2010-03-16,6.738016128540039,6.753926756170086,6.679777363528419,6.72991091108904,446908000
2010-03-17,6.728108882904053,6.798055354266688,6.702592000360965,6.751524309104,450956800
2010-03-18,6.744016647338867,6.754523523784902,6.6827754337576115,6.727504810836584,342109600
2010-03-19,6.671971797943115,6.76173200885215,6.64135097491963,6.748223046207236,559445600
2010-03-22,6.747020721435547,6.784546321925031,6.60892824314106,6.618534899474179,456419600
2010-03-23,6.855391979217529,6.8680007137634655,6.727505790836102,6.773737015881131,602431200
2010-03-24,6.885715007781982,6.910631876871496,6.82987710818094,6.833780213917094,597780400
2010-03-25,6.804060935974121,6.933748435359457,6.7920526115059054,6.9322469939890325,542284400
2010-03-26,6.931646347045898,6.963166991644838,6.861098653737633,6.873106976417425,640875200
2010-03-29,6.976373195648193,7.020803174251508,6.953258384046451,6.994686282904715,540744400
2010-03-30,7.080242156982422,7.129175651916819,7.032209686707793,7.102757352372924,527310000
2010-03-31,7.054727554321289,7.1030606516648005,7.038517120538815,7.0694381502238794,430659600
2010-04-01,7.0838446617126465,7.166699650975813,6.987180106760603,7.1270738048544615,603145200
2010-04-05,7.159497261047363,7.1600976770977685,7.047822280542541,7.054127049883586,684507600
2010-04-06,7.191019058227539,7.212032819406583,7.114767819305136,7.150791982486073,447017200
2010-04-07,7.222837448120117,7.2624640920867,7.164597913043139,7.191316017212546,628502000
2010-04-08,7.203327178955078,7.251059054832,7.14598864580775,7.218036972088584,572989200
2010-04-09,7.2585649490356445,7.26156783150885,7.218638476173143,7.247758259601239,334182800
2010-04-12,7.2735724449157715,7.296987864555244,7.259162462600155,7.270870172419892,333026400
2010-04-13,7.277774810791016,7.288882906695057,7.23814815965264,7.260664158624475,306210800
2010-04-14,7.375643253326416,7.379245750128945,7.327011149739634,7.363335123396282,404076400
2010-04-15,7.472606182098389,7.475908069017943,7.370237266487585,7.378342481016261,376784800
2010-04-16,7.426976203918457,7.539251594496206,7.341418925349536,7.4620993385619245,750545600
2010-04-19,7.4170708656311035,7.441687124498033,7.257963803101238,7.415870033412051,566924400
2010-04-20,7.342619895935059,7.482513624377203,7.29368719194415,7.461199256132154,738326400
2010-04-21,7.781811237335205,7.812732250278791,7.677040684106241,7.769202505512695,982391200
2010-04-22,7.999460697174072,8.007866522531856,7.691153845173367,7.7523954854421575,793424800
2010-04-23,8.130349159240723,8.170876048134094,8.015372268783086,8.045091666655404,796955600
2010-04-26,8.090418815612793,8.179277961066294,8.0510919762475,8.161866702153267,479068800
2010-04-27,7.866470813751221,8.040587462168693,7.820840796664969,8.023476005355455,709343600
2010-04-28,7.853260040283203,7.925307540036235,7.697455728840908,7.902793147276534,758402400
2010-04-29,8.064604759216309,8.10543145116114,7.865571229084787,7.895891039990527,558840800
2010-04-30,7.837952613830566,8.122542623329249,7.83525114226157,8.084717211621626,542463600
2010-05-03,7.995857238769531,8.041788663851936,7.891687062532433,7.920507031720931,454342000
2010-05-04,7.765603065490723,7.903996156396691,7.707664921954021,7.891988637275043,723819600
2010-05-05,7.684850215911865,7.749393746748989,7.466903972835605,7.595991034509853,883103200
2010-05-06,7.392453670501709,7.7526944727324425,5.9815076559469755,7.620005735826906,1285860800
2010-05-07,7.080543041229248,7.402058990107624,6.760829141944542,7.316201908399266,1676018400
2010-05-10,7.624807357788086,7.644621084542122,7.460897808212847,7.512532779342341,984306400
2010-05-11,7.7007622718811035,7.80192959125107,7.5200410121008865,7.560267292405668,848906800
2010-05-12,7.867973804473877,7.899194643964884,7.766206068446397,7.782415701931586,654379600
2010-05-13,7.755996227264404,7.955329516623222,7.697156264695831,7.9018932977049365,599712400
2010-05-14,7.619704723358154,7.699558448334178,7.49001807348995,7.659931793847004,759362800
2010-05-17,7.631715774536133,7.690555762133896,7.436284704981098,7.646125763733247,762834800
2010-05-18,7.575878620147705,7.761703029023908,7.5128357194460085,7.714571558768629,782678400
2010-05-19,7.455194473266602,7.592686526107991,7.350424690503312,7.490017798461672,1025726800
2010-05-20,7.137582302093506,7.3204045555247745,7.091050465358694,7.261263983454771,1282915200
2010-05-21,7.274474143981934,7.339917883151994,6.9451527897472465,6.989282162244605,1223891200
2010-05-24,7.407765865325928,7.532049626168712,7.392756260462535,7.423376688072653,754238800
2010-05-25,7.361532688140869,7.4077631197391876,7.119570636613475,7.185314188601005,1048006400
2010-05-26,7.32820987701416,7.568971894086684,7.317402388528755,7.507430453757877,850654000
2010-05-27,7.60559606552124,7.621807299095625,7.478311067653705,7.523040861562477,666282400
2010-05-28,7.711569309234619,7.787220147124922,7.605597854081115,7.78692033983705,815614800
2010-06-01,7.830146789550781,7.9835494837317365,7.774009091050574,7.795923876165506,876472800
2010-06-02,7.923811435699463,7.949327919839273,7.815137714943544,7.941522509827984,688548000
2010-06-03,7.8988938331604,7.971842385130132,7.817538654181004,7.96073428648677,650106800
2010-06-04,7.6839518547058105,7.8622706768479755,7.644025375254819,7.751496680905754,758304400
2010-06-07,7.53324556350708,7.779710265693366,7.521537053243424,7.753893184935369,886942000
2010-06-08,7.484916687011719,7.619106889055522,7.374442521763253,7.602295237080811,1000770400
2010-06-09,7.3008928298950195,7.562069044875102,7.279579259048632,7.549159696864337,854630000
2010-06-10,7.520339012145996,7.534447586371845,7.270871363009236,7.350124675475873,776356000
