Price,adjclose,volume,open,high,low,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1981-03-03,0.0899214595556259,16172800.0,0.117746002972126,0.117746002972126,0.1171879991889,-0.046406157,0.0912060141563415,0.0,-0.0012845546007155956
1981-03-05,0.0886362418532371,5376000.0,0.1160710006952285,0.1160710006952285,0.1155129969120025,-0.033925638,0.0877798944711685,0.0,0.0008563473820685924
1981-03-12,0.0770748853683471,59248000.0,0.1004460006952285,0.1010039970278739,0.1004460006952285,-0.033867955,0.0903496444225311,0.0,-0.013274759054184002
1981-04-01,0.0830700322985649,34070400.0,0.1088170036673545,0.1088170036673545,0.1082589998841285,-0.051949423,0.1001975089311599,0.0,-0.017127476632595007
1981-04-02,0.0903496444225311,31404800.0,0.117746002972126,0.1183039993047714,0.117746002972126,-0.028682321,0.0993412211537361,0.0,-0.008991576731205
1981-04-06,0.0890643969178199,22803200.0,0.1166289970278739,0.1166289970278739,0.1160710006952285,-0.043923896,0.0967721790075302,0.0,-0.007707782089710305
1981-04-14,0.0954877212643623,6652800.0,0.1244420036673545,0.125,0.1244420036673545,-0.031228032,0.0937750414013862,0.0,0.001712679862976088
1981-04-28,0.0967721790075302,32188800.0,0.1266739964485168,0.1266739964485168,0.1261159926652908,-0.017843826,0.0942031815648078,0.0,0.002568997442722404
1981-05-08,0.0959158316254615,7907200.0,0.125,0.125558003783226,0.125,-0.01913591,0.11347146332263941,0.0,-0.017555631697177915
1981-06-22,0.0997693762183189,10841600.0,0.1305799931287765,0.1305799931287765,0.1300220042467117,-0.026707666,0.0813573449850082,0.0,0.0184120312333107
1981-06-24,0.0989130437374115,23027200.0,0.1300220042467117,0.1300220042467117,0.1289059966802597,-0.044589166,0.0856390446424484,0.0,0.013273999094963101
1981-06-26,0.0997693762183189,23788800.0,0.1311379969120025,0.1311379969120025,0.1300220042467117,-0.034387097,0.082641877233982,0.0,0.017127498984336895
1981-07-02,0.0882080867886543,30284800.0,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.0006760235,0.0822137221693992,0.0,0.005994364619255094
1981-07-16,0.0856390446424484,15232000.0,0.1116070002317428,0.1127230003476142,0.1116070002317428,-0.042341482,0.0864954143762588,0.0,-0.000856369733810397
1981-07-17,0.0886362418532371,19824000.0,0.1155129969120025,0.1160710006952285,0.1155129969120025,-0.049159523,0.0864954143762588,0.0,0.002140827476978302
1981-07-30,0.0843545272946357,9900800.0,0.1099329963326454,0.1110489964485168,0.1099329963326454,-0.04271257,0.0740777179598808,0.0,0.010276809334754902
1981-08-05,0.0886362418532371,17494400.0,0.1155129969120025,0.1160710006952285,0.1155129969120025,-0.035302322,0.0650854408740997,0.0,0.023550800979137393
1981-08-07,0.0864954143762588,9206400.0,0.1127230003476142,0.1132809966802597,0.1127230003476142,-0.044485338,0.068939708173275,0.0,0.0175557062029838
1981-08-19,0.0732213780283927,20675200.0,0.0965399965643882,0.0965399965643882,0.0954239964485168,-0.049053773,0.0680833682417869,0.0,0.005138009786605793
1981-09-02,0.074505902826786,19376000.0,0.0970980003476142,0.0976559966802597,0.0970980003476142,-0.040059187,0.0560938902199268,0.0,0.0184120126068592
1981-09-18,0.0608037821948528,26320000.0,0.0792410001158714,0.0797989964485168,0.0792410001158714,-0.0666584,0.063800923526287,0.0,-0.0029971413314341944
1981-09-21,0.0612319149076938,49033600.0,0.0797989964485168,0.0803570002317428,0.0797989964485168,-0.06722945,0.0659425258636474,0.0,-0.004710610955953605
1981-10-15,0.0633727610111236,29433600.0,0.0825890004634857,0.0831469967961311,0.0825890004634857,-0.060271047,0.0612319149076938,0.0,0.0021408461034298013
